"","X","Collection_Timestamp","Result","Units","Start_36hr_Period","Mean_Water_Temp","Total_Precipitation","log_transformed","sqrt_transformed","ln_transformed"
"1",1,"2007-03-15 13:50:00",0.0096,"mg/L","2007-03-14 01:50:00",1.70208564583333,0.4,-2.01772876696043,0.0979795897113271,-4.64599218050835
"2",2,"2007-03-27 10:00:00",0.0154,"mg/L","2007-03-25 22:00:00",2.67916204166667,2,-1.81247927916354,0.124096736459909,-4.17338776956255
"3",3,"2007-05-22 09:16:00",6e-04,"mg/L","2007-05-20 21:16:00",12.6718645833333,0,-3.22184874961636,0.0244948974278318,-7.41858090274813
"4",4,"2007-06-19 08:50:00",0.0014,"mg/L","2007-06-17 20:50:00",17.8052070833333,8.8,-2.85387196432176,0.0374165738677394,-6.57128304236092
"5",5,"2007-07-16 09:03:00",0.0014,"mg/L","2007-07-14 21:03:00",16.1385427083333,0,-2.85387196432176,0.0374165738677394,-6.57128304236092
"6",6,"2007-08-13 09:37:00",0.0023,"mg/L","2007-08-11 21:37:00",18.0302233333333,2.8,-2.63827216398241,0.0479583152331272,-6.07484615604703
"7",7,"2007-09-17 10:14:00",0.001,"mg/L","2007-09-15 22:14:00",14.2031420833333,0,-3,0.0316227766016838,-6.90775527898214
"8",8,"2007-10-22 09:23:00",0.0025,"mg/L","2007-10-20 21:23:00",12.602100625,0,-2.60205999132796,0.05,-5.99146454710798
"9",9,"2008-05-21 09:01:00",5e-04,"mg/L","2008-05-19 21:01:00",10.4791666666666,0,-3.30102999566398,0.0223606797749979,-7.60090245954208
"10",10,"2008-07-21 09:26:00",0.004,"mg/L","2008-07-19 21:26:00",17.81875,31.8,-2.39794000867204,0.0632455532033676,-5.52146091786225
"11",11,"2008-08-12 09:15:00",0.0034,"mg/L","2008-08-10 21:15:00",15.1958333333333,0,-2.46852108295775,0.058309518948453,-5.68397984736002
"12",12,"2008-09-15 09:15:00",0.0062,"mg/L","2008-09-13 21:15:00",14.7927048649647,24.6,-2.20760831050175,0.0787400787401181,-5.08320598693109
"13",13,"2008-10-09 08:46:00",0.001,"mg/L","2008-10-07 20:46:00",10.0437361134257,12,-3,0.0316227766016838,-6.90775527898214
"14",14,"2008-11-06 09:55:00",7e-04,"mg/L","2008-11-04 21:55:00",7.03645949433987,0.2,-3.15490195998574,0.0264575131106459,-7.26443022292087
"15",15,"2009-03-18 09:20:00",0.0024,"mg/L","2009-03-16 21:20:00",2.71458333333333,0,-2.61978875828839,0.0489897948556636,-6.03228654162824
"16",16,"2009-04-06 09:40:00",8e-04,"mg/L","2009-04-04 21:40:00",4.96145717977963,13.4,-3.09691001300806,0.0282842712474619,-7.13089883029635
"17",17,"2009-05-05 09:35:00",0.0034,"mg/L","2009-05-03 21:35:00",10.5677118094093,6.4,-2.46852108295775,0.058309518948453,-5.68397984736002
"18",18,"2009-06-15 10:00:00",0.0016,"mg/L","2009-06-13 22:00:00",14.1437546219225,0,-2.79588001734407,0.04,-6.4377516497364
"19",19,"2009-07-14 09:40:00",0.0016,"mg/L","2009-07-12 21:40:00",16.5927187384391,0,-2.79588001734407,0.04,-6.4377516497364
"20",20,"2009-08-10 10:10:00",0.0064,"mg/L","2009-08-08 22:10:00",16.5684181286549,29,-2.19382002601611,0.08,-5.05145728861651
"21",21,"2009-09-14 09:00:00",0.0013,"mg/L","2009-09-12 21:00:00",15.5200148148147,0,-2.88605664769316,0.0360555127546399,-6.64539101451465
"22",22,"2009-10-19 09:00:00",0.0026,"mg/L","2009-10-17 21:00:00",7.18541203703738,0,-2.58502665202918,0.0509901951359278,-5.9522438339547
"23",23,"2009-11-23 08:55:00",0.0024,"mg/L","2009-11-21 20:55:00",6.76458333333333,0,-2.61978875828839,0.0489897948556636,-6.03228654162824
"24",24,"2010-04-08 09:20:00",0.0038,"mg/L","2010-04-06 21:20:00",9.22083333333334,30.2,-2.42021640338319,0.0616441400296898,-5.5727542122498
"25",25,"2010-04-19 09:15:00",0.0018,"mg/L","2010-04-17 21:15:00",9.12083333333333,0.2,-2.74472749489669,0.0424264068711929,-6.31996861408002
"26",26,"2010-05-25 09:31:00",9e-04,"mg/L","2010-05-23 21:31:00",14.8197916666666,0,-3.04575749056068,0.03,-7.01311579463996
"27",27,"2010-06-21 09:20:00",0.0063,"mg/L","2010-06-19 21:20:00",16.9104166666666,20,-2.20065945054642,0.0793725393319377,-5.06720564558465
"28",28,"2010-07-19 09:20:00",0.0032,"mg/L","2010-07-17 21:20:00",18.93125,6,-2.49485002168009,0.0565685424949238,-5.74460446917646
"29",29,"2010-08-16 09:40:00",0.0042,"mg/L","2010-08-14 21:40:00",18.8843645948948,0.4,-2.3767507096021,0.0648074069840786,-5.47267075369281
"30",30,"2010-09-20 09:35:00",0.0028,"mg/L","2010-09-18 21:35:00",13.6072997595263,0.2,-2.55284196865778,0.0529150262212918,-5.87813586180098
"31",31,"2010-10-26 09:40:00",0.0018,"mg/L","2010-10-24 21:40:00",9.69999999999999,11.8,-2.74472749489669,0.0424264068711929,-6.31996861408002
"32",32,"2010-11-24 09:45:00",0.0028,"mg/L","2010-11-22 21:45:00",6.68510638297872,10.2,-2.55284196865778,0.0529150262212918,-5.87813586180098
"33",33,"2011-03-11 16:25:00",0.0164,"mg/L","2011-03-10 04:25:00",1.35416666666665,37.2,-1.7851561519523,0.128062484748657,-4.11047394415198
"34",34,"2011-04-11 09:45:00",0.0029,"mg/L","2011-04-09 21:45:00",4.83124999999999,6.2,-2.53760200210104,0.053851648071345,-5.84304454198971
"35",35,"2011-05-17 09:35:00",0.0041,"mg/L","2011-05-15 21:35:00",11.0458333333333,7,-2.38721614328026,0.0640312423743285,-5.49676830527187
"36",36,"2011-06-20 09:10:00",0.0028,"mg/L","2011-06-18 21:10:00",15.8458333333333,0,-2.55284196865778,0.0529150262212918,-5.87813586180098
"37",37,"2011-07-18 09:40:00",0.0066,"mg/L","2011-07-16 21:40:00",17.6541666666666,0,-2.18045606445813,0.0812403840463596,-5.02068562994976
"38",38,"2011-11-17 10:10:00",5e-04,"mg/L","2011-11-15 22:10:00",7.98541666666667,0,-3.30102999566398,0.0223606797749979,-7.60090245954208
"39",39,"2012-04-16 09:10:00",0.0014,"mg/L","2012-04-14 21:10:00",8.08645833333318,4.6,-2.85387196432176,0.0374165738677394,-6.57128304236092
"40",40,"2012-05-05 09:15:00",5e-04,"mg/L","2012-05-03 21:15:00",10.925,7.6,-3.30102999566398,0.0223606797749979,-7.60090245954208
"41",41,"2012-06-18 09:00:00",0.0056,"mg/L","2012-06-16 21:00:00",17.6625,4.2,-2.2518119729938,0.0748331477354788,-5.18498868124103
"42",42,"2012-07-16 09:00:00",0.008,"mg/L","2012-07-14 21:00:00",19.3739583333333,0,-2.09691001300806,0.0894427190999916,-4.8283137373023
"43",43,"2012-08-13 09:00:00",0.006,"mg/L","2012-08-11 21:00:00",17.9444444444444,1.8,-2.22184874961636,0.0774596669241483,-5.11599580975408
"44",44,"2012-09-12 09:20:00",0.0015,"mg/L","2012-09-10 21:20:00",15.8007740402899,0,-2.82390874094432,0.0387298334620742,-6.50229017087397
"45",45,"2012-10-15 09:20:00",0.0022,"mg/L","2012-10-13 21:20:00",9.75624999999998,21.6,-2.65757731917779,0.0469041575982343,-6.11929791861787
"46",46,"2012-11-13 09:15:00",0.005,"mg/L","2012-11-11 21:15:00",7.06666666666692,8.8,-2.30102999566398,0.0707106781186548,-5.29831736654804
"47",47,"2013-04-18 09:10:00",0.0019,"mg/L","2013-04-16 21:10:00",5.94479166666661,7.8,-2.72124639904717,0.0435889894354067,-6.26590139280974
"48",48,"2013-05-16 09:20:00",0.0064,"mg/L","2013-05-14 21:20:00",10.95,0.4,-2.19382002601611,0.08,-5.05145728861651
"49",49,"2013-06-17 09:45:00",0.0029,"mg/L","2013-06-15 21:45:00",15.0499999999997,10.8,-2.53760200210104,0.053851648071345,-5.84304454198971
"50",50,"2013-07-09 09:20:00",0.0062,"mg/L","2013-07-07 21:20:00",17.6520833333333,0.6,-2.20760831050175,0.0787400787401181,-5.08320598693109
"51",51,"2013-08-13 09:30:00",0.0028,"mg/L","2013-08-11 21:30:00",15.9833333333333,2,-2.55284196865778,0.0529150262212918,-5.87813586180098
"52",52,"2013-09-16 09:35:00",0.0036,"mg/L","2013-09-14 21:35:00",14.5572916666667,1.2,-2.44369749923271,0.06,-5.62682143352007
"53",53,"2013-10-22 09:30:00",0.0042,"mg/L","2013-10-20 21:30:00",10.6666666666666,15.6,-2.3767507096021,0.0648074069840786,-5.47267075369281
"54",54,"2014-04-08 14:30:00",0.0088,"mg/L","2014-04-07 02:30:00",2.46666550917913,15.4,-2.05551732784983,0.0938083151964686,-4.73300355749798
"55",55,"2014-05-01 11:50:00",0.0026,"mg/L","2014-04-29 23:50:00",7.12291666666674,14,-2.58502665202918,0.0509901951359278,-5.9522438339547
"56",56,"2016-09-19 09:20:00",0.0036,"mg/L","2016-09-17 21:20:00",15.9333334166667,0,-2.44369749923271,0.06,-5.62682143352007
"57",57,"2016-11-28 09:30:00",0.0036,"mg/L","2016-11-26 21:30:00",4.9250000000001,1.6,-2.44369749923271,0.06,-5.62682143352007
"58",58,"2017-04-25 10:10:00",0.0032,"mg/L","2017-04-23 22:10:00",9.125,14.4,-2.49485002168009,0.0565685424949238,-5.74460446917646
"59",59,"2017-05-15 09:30:00",0.0036,"mg/L","2017-05-13 21:30:00",10.5489583333333,0,-2.44369749923271,0.06,-5.62682143352007
"60",60,"2017-06-15 09:35:00",0.0041,"mg/L","2017-06-13 21:35:00",16.5885416562499,0.2,-2.38721614328026,0.0640312423743285,-5.49676830527187
"61",61,"2017-07-24 09:50:00",0.0036,"mg/L","2017-07-22 21:50:00",17.4499998020833,1,-2.44369749923271,0.06,-5.62682143352007
"62",62,"2017-08-31 09:35:00",0.0035,"mg/L","2017-08-29 21:35:00",15.5958333333333,0.4,-2.45593195564972,0.0591607978309962,-5.65499231048677
"63",63,"2017-09-20 09:40:00",0.0024,"mg/L","2017-09-18 21:40:00",15.8458333541667,1,-2.61978875828839,0.0489897948556636,-6.03228654162824
"64",64,"2017-10-18 09:30:00",0.0062,"mg/L","2017-10-16 21:30:00",11.7052083333334,0,-2.20760831050175,0.0787400787401181,-5.08320598693109
"65",65,"2017-11-06 09:10:00",0.0076,"mg/L","2017-11-04 21:10:00",8.25520833333336,0,-2.11918640771921,0.0871779788708135,-4.87960703168985
"66",66,"2018-04-09 09:50:00",0,"mg/L","2018-04-07 21:50:00",1.3,0,0,0,0
"67",67,"2018-05-14 09:40:00",0,"mg/L","2018-05-12 21:40:00",10.8875,0,0,0,0
"68",68,"2018-06-19 09:40:00",0,"mg/L","2018-06-17 21:40:00",16.5937497916667,3.2,0,0,0
"69",69,"2018-07-23 08:45:00",0,"mg/L","2018-07-21 20:45:00",17.6875,13.6,0,0,0
"70",70,"2018-08-27 09:15:00",0.03,"mg/L","2018-08-25 21:15:00",17.597916375,16,-1.52287874528034,0.173205080756888,-3.50655789731998
"71",71,"2018-09-10 10:10:00",0,"mg/L","2018-09-08 22:10:00",16.3145835208333,17,0,0,0
"72",72,"2018-10-22 09:30:00",0,"mg/L","2018-10-20 21:30:00",8.65697569444405,0,0,0,0
"73",73,"2018-11-27 09:25:00",0,"mg/L","2018-11-25 21:25:00",2.59166666666667,44.8,0,0,0
"74",74,"2019-04-10 09:25:00",0.0032,"mg/L","2019-04-08 21:25:00",3.725,0,-2.49485002168009,0.0565685424949238,-5.74460446917646
